ID,Text
30497,"đồng hồ mượt, siêu đẹp siêu xịn đồng gói kỹ giao hàng nhanh, mỗi lần mua đều mua nhiều món ạ sẽ ủng hộ shop nhiều"
30498,"đồng hồ đẹp nhưng không biết sử dụng sao ạ, ai chỉ cho e với ạaaa"
30499,ko tốt phục vụ không nhiệt tình
30500,"mình mua 4c 2 đen 2 hồng có 1c hồng không lên đèn sạc không sáng, hàng thì mình nhận đủ, shop giải quyết giúp mình,"
30501,chất lượng sản phẩm ok đóng gói cẩn thận shop tư vấn nhiệt tình sẽ ủng hộ shop
30502,đóng gói sản phẩm đẹp chưa xài chưa biết chất lượng
30503,"đóng gói rất cẩn thận, nghe rất ổn"
30504,"rất ít khi mua hàng onl và đánh giá nhưng shop phục vụ quá tốt nên vào đánh giá cho shop đông khách nhé ai còn băn khoăn thì nên mua nhé, tai nghe giá rẻ nhưng chhaats lượng ok, nghe êm mic dùng tốt, dây tai nghe có vẻ chắc chắn điểm 10 cho chất lượng và dịch vụ chăm sóc khách của shop nhé"
30505,"ok, sản phẩm cũng được so với giá, bật max volume bị tình trạng rè nhẹ, ns chung 100k cũng chấp nhận được"
30506,xinh ơi là xinh
30507,cưng muốn xễu shop ơi
30508,"sản phẩm đẹp, hình con vịt dễ thương cực, giao hàng nhanh, shipper dễ thương nửa"
30509,thích cực nuôn
30510,"mình rất ưng hàng của shop luôn, giá vừa rẻ vừa chất lượng, đề can và ốp đều giống hình, chưa bao giờ mua hàng onl mà ưng hết sức vậy á :))) sẽ ủng hộ shop tiếp,"
30511,"nút bảo vệ đầu cáp sạc gắn vào nó bị tuột chứ không cố định, mấy cái còn lại dễ thương"
30512,"hơi thất vọng 1 chút, ko có cái đầu bảo vệ của tai nghe"
30513,hứt mìnhe rùi mà thôi cái này cũng dễ thương lém nọi người
30514,"bộ bảo vệ dây cáp xinh lắm nha, màu xanh sulley ở ngoài xinh lắm luôn, giao hàng nhanh nữa"
30515,"đẹp lắm giống hệt ảnh luôn í ạ ship thì siêu nhanh, đóng gói cẩn thận lại còn có 1 note nhỏ lời cảm ơn của shop sẽ ủng hộ shop"
30516,"sản phẩm đẹp chất lượng, giao hàng tạm, đóng gói cẩn thận, shop nhiệt tình"
30517,"sản phẩm đẹp lại còn dễ thương nữa,lần đầu mua của shop mà đã thấy ưng v roii"
30518,"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
30519,lần 2 mua hàng của shop hàng giá rẻ mà đẹp lắm nha giao hàng nhanh
30520,"giao hàng nhanh, đủ sản phẩm, đóng gói khá đẹp, kèm lời chúc mình thấy rất hài lòng"
30521,"ốp nhìn cưng dễ sợ, mua lúc giảm còn 9k cứ tưởng hàng dỏm ai ngờ hong chê vào đâu được <3"
30522,"k biết nói gì chỉ biết thích mấy cái phụ kiện shop quá,i"
30523,sản phẩm rất đẹp nhé
30524,"shop phục vụ tốt, quan tâm khách hàng"
30525,tốt
30526,"chất lương sản phẩm tuyệt vời, vận chuyển khá nhanh, đóng gói ổn, mua được giá rẻ, sản phẩm ổn so vơi giá, ok"
30527,"vừa nhạn hàng, shop giao rất nhanh, trải nghiệm xem sao rồi đánh giá sau"
30528,"tai nghe giá rẻ mà chất lượng không tồi chút nào nhé, nghe cũng hay, êm,, nói chung là so với giá thì rất hài lòng, shop tư vấn cũng nhiệt tình nữa, sẽ quay lại ủng hộ"
30529,máy dùng tốt
30530,chính hãng thì tầm giá này ok quá shop
30531,"sản phẩm âm thanh tuyệt vời, các bạn đừng ham rẻ tý mà chọn tai trúng tai phone hàng fake"
30532,"chất lượng ok, âm thanh cũng ok,, tầm giá này thì không chê vào đâu được"
30533,"hàng chuẩn giá quá tốt, chủ shop dán team bảo hành với có cả thẻ bảo hành nữa luôn, đối với tầm giá này thì chả có tai nghe nào hơn được dòng samsung s10 này, lại còn được màu đỏ độc nữa, quá ngon"
30534,"shop phục vụ nhiệt tình, nhắn tin tin nhắn có hơi lâu xíu chắc do shop đông khách, nhưng không sao nha, bù lại chất lượng túi rất ưng ý, sẽ quay lại mua hàng của shop tiếp,"
30535,"10 sao, kkk"
30536,"hàng ok lắm ạ, thích dây kim loại quá, nhìn chắc chắn và sang lắm ạ, sẽ ủng hộ tiếp"
30537,"mình mới chỉ dùng dây kim loại, khá ưng, nam châm chắc, quá ổn với giá tiền, giao hàng nhanh"
30538,"chất lượng sản phẩm tuyệt vời, thời gian giao hàng nhanh, rất đáng tiền"
30539,"dây rẻ mà chất lượng, rất xinh ạ"
30540,ok
30541,"khá ưng, sản phẩm so với giá thì quá tốt sẽ ủng hộ shop nhiều"
30542,"giao hàng quốc tế nhưng khá nhanh, chất lượng dây ổn, màu sắc giống như hình ảnh,"
30543,"cho shop 5* nha, đóng gói sản phẩm ok, nhận được hàng mình rất hài lòng, dây đeo vừa tay luôn, không bị dài như dây hãng, vì tay mình rất nhỏ, sẽ ủng hộ shop"
30544,hàng đẹp
30545,"rất đẹp, mình cảm ơn shop"
30546,"rất đẹp, chất lượng tốt, các bạn lên mua nhé"
30547,giao hàng nhanh hơn so với mình nghĩ
30548,tốt
30549,"dây mỏng, mình chọn đen nên nhìn không hợp lắm, giá thì okela,,,,,"
30550,"dây đẹp, giao hàng nhanh,"
30551,"dây đeo xịn sò nhìn rất thích, đeo sang lắm luôn, sẽ giới thiệu cho mọi người"
30552,"xịn xò lắm luôn, mai mốt sẽ mua tiếp nè"
30553,"hàng như hình, đóng gói cẩn thận, do hàng quốc tế nên nhận hàng trong vòng 1 tuần cũng khá nhanh và ổn, cho shop 5 sao nhé"
30554,"giao đủ và đúng màu sản phẩm mình đã đặt, dây đẹp & mềm, chuẩn luôn, mình rất thích, cám ơn shop!"
30555,sản phẩm như mô tả
30556,giao sai màu trắng thành đen
30557,dán màn hình không ăn
30558,"ổn, đẹp, nhập cho đủ 50 kí tự nha"
30559,hàng đẹp chất lượng tiền ship rẻ mà giao hàng hơi lâu
30560,"dây đẹp, giao hàng lâu, nhưng đáng"
30561,cx tạm phần decal dán hơi xấu nhưng nhìn chung vẫn ổn ạ
30562,dễ thương xỉu luôn hihi giao hàng nhanh đóng gói sản phẩm chắc chắn
30563,"sản phẩm rất ổn, cảm ơns shop"
30564,"rất đáng yêu, đặt hàng shop lần nào cũng rất yên tâm và chất lượng như ý"
30565,ốp và phụ kiện quá là đẹp luôn lần đầu mua mà ưng quá shop check inb rất nhiệt tình sẽ ủng hộ nhiều lần nữa yêu
30566,"gửi đầy đủ, đẹp :3 sản phẩm tốt nhân viên trả lời tận tình :3 có dịp sẽ quay lại"
30567,đẹp nhưng làm hơi lâu
30568,"rất tuyệt, giá với hàng khác nhau lắm nha, hàng tốt hơn nhiều,"
30569,k đẹp như hình
30570,"hàng chuản xịn, giá tốt, chúc check seri chuẩn luôn"
30571,rất tốt
30572,"tai nghe cho điện thoại samsung giá rẻ, phù hợp cho anh em dùng cơ bản, chất lượng ok nhé anh em, 5 sao cho shop"
30573,"hàng chuẩn samsung, tai nghe rất cứng cáp, âm thanh tuyệt vời hơn cả mong đợi"
30574,"mình thấy tai nghe dùng ổn với tầm giá,"
30575,"giao hàng rất nhanh, chủ shop nhiệt tình, tai nghe màu đỏ đô siêu ưng, âm thanh nghe to, nhỏ đều đã nha,"
30576,"hàng giống hình, chất lượng khá ổn so với giá, đóng gói cẩn thận, bao bọc kỹ mở ra mệt muốn chết, chúc shop buôn may bán điện thoạiă"
30577,"giá rẻ đáng tiền, âm thanh cũng chất lượng tốt, shop cần tạo nhiều deal để ae săn thêm hàng"
30578,"đã nhận được hàng, shop đóng gói cẩn thận và giao hàng rất nhanh, chất lượng ok nhé mọi người"
30579,"dây rẻ, ổn với giá tiền, shop giao đúng màu và giao đủ, có điều shop nc ngoài nên hơi lâuu"
30580,"săn sale được rẻ,chất lượng hơn mình nghĩ,cảm ơn shop nha,hihihi"
30581,"gói hàng cực kì chắc chắn,giao đủ hàng mua giá cũng vừa phải  nên mua ạ"
30582,"dây đẹp lắm nha mọi người, vừa sz luôn, shop ship đúng màu như mình đặt, đóng gói cẩn thận lắm, ship xa nên hơi lâu chút nhưng hàng tốt thì sẽ ủng hộ dài dài,"
30583,đã nhận hàng dây thay thế apple watch mềm dẻo dễ đeo gói kỹ giao hàng nhanh
30584,dây đẹp - vừa vặn - phù hợp giá tiền - gói siêu gọn gàng - ship nhanh ạ
30585,"dây đeo đẹp,vừa tay,k dài như dây theo máy,màu sắc cũng đẹp,sẽ ủng hộ shop nhiều hơn"
30586,"sản phẩm ok nhé shop, có điều giao hàng hơi lâu cod dịp sẽ ủng hộ típ nha"
30587,"dây mềm nhẹ, đeo thoải mái, nói chung nên mua nhé mọi người, sẽ mua thêm màu khác"
30588,rất đẹp rất ưng sẽ mua típ
30589,"dây đeo đồng hồ màu đẹp, rất thích"
30590,"sản phẩm chất lượng, tiếp tục ủng hộ shop hihi, mua 5 dây giao đúng màu và kích cỡ cả 5"
30591,"chất lượng sản phẩm tuyệt vời vận chuyển nhanh đẹp đeo êm tay, với giá tiền này thì rất xứng đáng"
30592,"sản phẩm freeship cug tạm ổn, đóng gói chắc chắn, phục vụ tốt, mỗi tội giao hàng hơi lâu một chút, mẫu vừa đẹp, phù hợp với tay nhỏ như mình, nhug sử dụng có được bền không thì chưa biết, cho shop tạm 4 sao,"
30593,"sản phẩm đẹp, giao hàng nhanh, sẽ ủng hộ dài"
30594,"đẹp mà rẻ lắm, chúc shop bán đắt nha,"
30595,dây đẹp
30596,dây hơi mỏng nhưng đẹp
30597,"day chắc chắn và đẹp, hóng mãi, rất hài lòng, nhưng cho ốp vào thì bấm màn hình bớt nhạy hơi khó bấm"
30598,giá rẻ chất lượng tốt sẽ ủng hộ dài nhưng nên làm chốt dài hơn để dễ đeo
30599,sản phẩm đúng so với giá
30600,"mình mua dây cường lực và ốp,cái nào cũng ok và chất lượng,có điều đã đánh giá nhầm lẫn sản phầm ốp của shop huhu"
30601,"giao hàng rất nhanh dù là nước ngoài, màu như ảnh, chất lượng ok"
30602,hơi lâu nhưng dây đẹp nha shop
30603,"dây rất đẹp chất liệu rất êm, sẽ đặt thêm nhiều nữa !"
30604,"màu tím tươi xíu thì đẹp, do màu hơi nhạt với trầm nên nhìn da bị xỉn"
30605,"ưng ý lắm luôn, rẻ mà đẹp, ủng hộ shop, lại tiếp tục đặt đến lần thứ 3(điều mà chưa bao giờ mua với các shop khác),"
30606,"shop giao hàng nhanh, đóng gói cẩn thận, đủ số lượng, sản phẩm đẹp"
30607,với 35k thì thật sự không thể đòi hỏi gì hơn nói mãi không hết 100 kí tự nhỉ
30608,khá là xinh shop đóng gói cẩn thận lắm ạ
30609,"ok ok, hàng quốc tế nhưng ship cũng nhanh nhaaa, chất lượng phùnhowjp giá tiền, màu ngoài sáng hơn ảnh"
30610,"dây mịn đẹp, ốp dẻo, đeo lên rất đẹp, sẽ qay lại ủng hộ tiếp nè, !"
30611,chất lượng của sản phẩm này tốt thời gian giao hàng nhanh chóng
30612,"đẹp lứm luôn, mỗi tội chờ hơi lâu"
30613,"dây đẹp chất đẹp, màu giống hệt hình, nói chung là chim ưng"
30614,đẹp lắm
30615,"dây đẹp, chất lượng,"
30616,"sản phần như hình, chất lượng sản phẩm so với giá tiền hơn cả mong đợi,"
30617,hơn cả mong đợi
30618,"dây quấn đẹp y hình, shop tư vấn nhiệt tình, mở hộp ra còn thấy lời cảm ơn shop gửi kèm hàng nữa ☺️"
30619,"hàng đúng như trong ảnh, có cái để dán vào dây dạc nhìn đáng yêu hết mức"
30620,sản phẩm giống mô tả dây dài tý nữa thì oki mình quấn sạc xs 2 dây mà bị hụt mất một đoạn phải nối thêm dây nhưng vẫn đepj
30621,chất lượng tuyệt vời đóng gói chắc chắn giao hàng khá nhanhh
30622,"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
30623,dễ thưn cực kì luôn!! giao hàng cực nhanh shop tư vấn nhiệt tình!!
30624,"thiếu cái cục con thỏ ở tai nge, còn lại dễ thương hết"
30625,đẹp lắm nhưng mình không biết dán nên chỉ sử dụng được mỗi cái dây lần sau mua tiếp đẻ dán lại
30626,"lần thứ 2 mua ở shop, hàng rất oke, shop giao đúng mẫu!!!  sẽ ủng hộ shop lần tới"
30627,"mua lần thứ 3, rất đẹp"
30628,"hàng ok lắm shop, ốp lưng mềm mịn, rất đáng đồng tiền, shop tư vấn nhiệt tình"
30629,ốp xinh cực kì
30630,"xinh nên quấn phối 2 màu vì quấn 1 màu không đủ, không có miếng móc ở tai nghe"
30631,ko giống như hình đăng lên
30632,"đã nhận được hàng, xài ok lắm em viết để nhận xu heheeheehehehe"
30633,"bọc cẩn thận, tai bóc ra nhìn rất đẹp, thấy thông tin sx tại việt nam, nghe âm tốt, nhất là nhạc remix thì ngon hơn tai thường nhiều, nhìn màu đỏ cũng vừa độc vừa sang, sẽ mua thêm 1 cái nữa cho vợ"
30634,"hàng xịn, giá rẻ nhưng chất lượng ok lắm, màu sắc có hơi khác do đượcien as nhưng mà cũng đẹp :)), dây xanh là dây shop còn dây hồng là dây zin từ đồng hồ, thì shop bán dây ngắn chứ hong phải dây dài nên ai cổ tay hơi to thì cân nhắc nha"
30635,"dây đeo đẹp, giao đúng màu đúng mẫu, khớp với đồng hồ, giá lại quá rẻ"
30636,"sản phẩm y như mô tả shop ship rất nhanh, cảm ơn shop sẽ ủng hộ lại ạ"
30637,"thích lắm ạ, nên mua vì giá quá tốt"
30638,"rất xịn sò, và đẹp mình rarat thích, cảm ơn  nhiều"
30639,"cả 2 dây đều vừa khít đồng hồ nha màu đẹp, mỗi tội dây hơi mỏng chút, tiền nào của nấy mà"
30640,"hàng đẹp chất lượng,dây mềm đeo không bị khó chịu,hàng nc ngoài nhưng giao nhanh,sẽ tiếp tục ủng hộ shop"
30641,"ok, nhanh đẹp rẻ shop check nhắn tin tốt, ok nice shop hay hay"
30642,"dây đẹp lắm ạ, rất ưng"
30643,đẹp rẻ
30644,sản phẩm ổn
30645,rất tuyệt
30646,"chất lượng sản phẩm tốt, giá cả phải chăng tuy nhiên giao hàng hơi lâu 1 tí, vẫn đánh giá shop 5 sao"
30647,dây đeo màu đẹp lắm ạ có dây đeo kim lọai màu số 5 nhìn đẹp hợp với apple watch 4 rose gold của mình lắm ạ
30648,"hàng đẹp, giá rẻ, rất ưng luôn ạ, sẽ ủng hộ shop dài dài, màu nào cũng đẹp luôn"
30649,hàng đẹp lắm nhe shop!
30650,"mua của shop cũng vài lần rồi lần nào cũng ưng ý cả, nhưng mà đợt này ship hơi lâu một tý"
30651,"hàng xinh xẻo,  sẽ ủng hộ tiếp"
30652,"dây ổn, giao hơi chậm, khá ưng ý"
30653,giao từ tq về mà nhanh lắm !! dây đẹp ! rẽ ! sẽ ủng hộ lần sau ! giao đúng mẫu
30654,"hơn sự mong đợi của mình, sẽ ủng hộ shop"
30655,"rất tốt, rất thích"
30656,"quá đẹp, giá rẻ, giờ ủng hộ tiếp, cảm ơn shop"
30657,tạm mọi người
30658,"sản phẩm rất ok, mình rất thích, giao hàng hơi lâu tí"
30659,"hàng đẹp chất lượng tốt, đáng giá tiền giao hàng nhanh chóng,"
30660,"siêu siêu ưng luôn, giá rẻ, dây mềm xài không đau tay, shop gói cực kĩ,"
30661,dây mềm ok phù hợp giá tiền vừa vặn
30662,"dây đẹp lắm, giá lại tốt nữa, ship nhanh 1 tuần đã có hàng rồi, sẽ ủng hộ shop nữa"
30663,"dây đẹp, đeo rất khít máy, dùng rất oki, màu dungs hình, giao hàng nhanh"
30664,giao hàng hơi lâu ạ
30665,"đồng hồ không dùng được, sạc không lên, phí mất 95k"
30666,"sạc nhưng đồng hồ không lên ạ, shop xử lí giúp e vớii"
30667,"đáng đồng tiền bát gạo nha, phải ngồi mò 1 hồi lâu mới kết nối được,"
30668,"đồng hồ xin sò,,,mà shop gói hàng kĩ xíu nhé, tại hộp bị móp qá á,,,"
30669,shop hướng dẫn cách kết nối với đồng hồ ạ
30670,mở nguồn với sạc pin s vậy shop
30671,k tốt
30672,"hàng về nhanh, 3 ngày đã có hàng rồi, nghe siêu đã luôn, rất đáng tiền"
30673,"vừa nhận hàng test thì nghe âm bass mạnh, nghe ok, sẽ ủng hộ shop"
30674,"hàng đẹp lắm luôn í làm cái này hơi mất thời gian nhung mà đẹp ^^ ,"
30675,"giao hàng nhanh, sản phẩm đẹp, đã mua hàng của shop nhiều lần rồi, lần nào cũng hài lòng hết"
30676,"sẽ ủng hộ shop dài dài, chat lượng tuyệt vời, vừa tiền, đóng gói chắc chắn,"
30677,"lúc dán và quấn dây hơi khó vì miếng dán củ sạc không được đúng kích cỡ với củ sạc cho lắm,"
30678,"sản phẩm như hình í, màu xink ah, giá tiền rẻ vậy thì xứng đáng 5 sao ah"
30679,"ốp dễ thương, đơn giản, bề mặt đúng nghĩa chống bẩn luôn, tuyệt vời!"
30680,tốt
30681,ok
30682,"ốp đẹp lắm, giao hàng cũng nhanh"
30683,ok
30684,"nghe hay, thời lượng pin tầm hơn 3h, cảm thấy ok, cảm ơns shop"
30685,"tai nghe ấm chứ không chát như mấy loại khác, cầm rất chắc chắn, shop giao hàng rất nhanh và đóng gói rất cẩn thận, cho shop 5 sao là xứng đáng,"
30686,"nghe rất hay, không phải mấy cái loại tai ngoài thị trường,,, cần kết nối bluetooth trc khi nghe,,"
30687,"đã nhận được hàng ưng cái bụng lắm shop, tai nghe quá chất lượng, ấm, âm thanh trung thực, shop gói hàng rất kỹ, vote cho shop 5 sao"
30688,"với giá này so với chất lượng sản phẩm thì quá ok rồi, nên mua ạ, giao hàng cũng rất nhanh,"
30689,"m vừa nhận được hàng rồi nhé, đúng mong đợi của mình, bass chuẩn ! sẽ ủng hộ tiếp"
30690,"lúc đầu cứ nghĩ sẽ không có hàng chất khi mua tai nghe trên mạng, nhưng sau khi về dùng thì âm thanh quả chất đúng chính hãng, ngang ngửa airpod 2, chắc sẽ mua thêm 3 cái nữa cho mấy ae cùng dùng, vừa rẻ lại tốt, ngoài mong đợi"
30691,"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm đẹp và chắc chắn, thời gian giao hàng nhanh!"
30692,"hành chất lượng, giá quá tốt so với chất lượng sản phẩm, 5 sao không nói nhiều"
30693,"giao đủ hàng nha, thấy giá rẻ nên mua tháy cũng okay lắm giao hàng nhanh"
30694,"chất lượng tốt, đúng hàng, giao nhanh rất là hài lòng về sản phẩm"
30695,"đã nhận được hàng shop giao hàng hơi châm vì ở nước ngoài,"
30696,"đóng gói kỉ + chuẩn màu vừa với tay nhỏ, dây mềm đeo thích lắm ạ,,,, 5sao"
30697,"chat luog san pham tam on,, dây không được mềm lắm,,, giáo hàng cũng tạm ổn,,,"
30698,hàng đẹp giá bèo
30699,"hàng đẹp,chất lượng, giao đủ hàng, vì shop ở tq nên giao hơi lâu, đáng mua"
30700,dây rộng hơn dây hãng chút xíu nhưng màu đẹp nên vẫn đánh giá 5 sao ạ
30701,"hàng đẹp và giá siêu tốt, giao đúng mẫu đã chọn, gói hàng cẩn thận, sẽ ủng hộ thêm"
30702,"hàng tốt, giao hàng nhanh dù hàng quốc tế, đã mua của shop rất nhiều lần"
30703,"dây đẹp lắm nha mọi ngừoi, tôi rất ưng cái màu  mà mua dây hoi nhỏ mọi nguoi nên mua 40-44mm nha"
30704,"chất đẹp, nhưng ship hơi lâu xíu thui á"
30705,ok
30706,"hàng đẹp, đúng hàng, sẽ mua tiếp"
30707,chất lượng
30708,"chờ hàng hơi lâu xíu, nhưng sản phẩm rất đẹp và rẻ, đóng gói chắc chắn"
30709,"đã nhận được hàng, giá 32k được dây đeo quá ưng ý, thời gian giao hàng hơi lâu nhưng chấp nhận được"
30710,"hàng quốc tế nên thời gian hơi lâu xíu nhưng không sao mình đặt hôm m6 thì m11 nhận được, giao đủ đúng màu đúng size, hàng đẹp giá cả phù hợp, lần đầu mua hàng quốc tế mà khá ưng"
30711,"""rất ưng, chất mềm mịn, kích thước ok"
30712,"sẽ ủng hộ"""
30713,"dây đẹp lắm ạ,mình rất thích"
30714,"dây đẹp,rất ok"
30715,"giá rẻ, sản phẩm được"
30716,rất ok
30717,"dây đẹp, siêu rẻ, đóng gói chắc chắn, giao hàng quốc tế nhưng nhanh,"
30718,"mua lần thứ 2 của shop, ngon bổ rẻ, shop giao hàng đúng loại order"
30719,ok đẹp dó shop
30720,rất hài lòng với những người khác thích điều này có thể làm được
30721,"màu sắc đẹp,mềm mại lắm, biết thế mua thêm mấy màu nữa, vì hàng nước ngoài nên giao hơi lâu, giờ mà mua chắc lại phải chờ tiếp, hihi"
30722,"đã nhận được hàng, shop giao đủ hàng, đóng gói sản phẩm rất đẹp và chắc chắn"
30723,"đóng gói cẩn thận, dây đồng hồ đẹp, chuẩn màu"
30724,"đóng gói kĩ, giao hàng nhanh, csk hỗ trợ thông tin tốt, dây đồng hồ có 1 số góc bị thừa chút, dây không được ôm cho lắm , cơ mà với giá 39k thì ưng lắm rồi"
30725,dây apple watch đẹp đét luôn giao hàng hơi lâu do từ nc ngoài không biết theo gian có bẩn không
30726,dây hơi ngắn nhưng bù lại rất đẹp
30727,tốt
30728,"sản phẩm rất rẻ đẹp và ưng lắm, ship hàng hơi lâu tẹo nhg không sao, bõ công chờ,"
30729,"sản phẩm đẹp lắm nha mọi ngườig, màu xinh xinh yêu yêu lại còn hình tay mèo nữa, ngại chụp quá nên post ảnh khác nha"
30730,bộ decan siêu dễ thương mà chủ yếu có dây quấn và chống gãy dây sạc màu nhạt hơn hình
30731,"ốp rất đẹp, shop giao đúng và đủ hình, giao hàng siêu nhanh, sẽ ủng hộ tiếp"
30732,"sản phẩm đẹp giao hàng nhanh, shop dễ thương, nhiệt tình"
30733,"đáng yêu, rất thích ạ"
30734,"shop giao nhanh nè, hàng đẹp giống hình, biết vậy đặt mua nhiều hơn nên mua nha mọi người"
30735,"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn, rất đáng tiền"
30736,"giao hàng nhanh,,chất lượng,,sản phẩm đẹp y hình !"
30737,"đóng gói cẩn thận, giao hàng nhanh, quá chấttttt lượng luôn,"
30738,"xinh nhắm trời ơi, giá rẻ nhưng mà chất lượng, sẽ ủng hộ shop dài đai luônnnnn"
30739,tốn thời gian
30740,rất đẹp
30741,đẹp
30742,"ưng, shop rất nhiệt tình hướng dẫn trong khi mình không biết cách sử dụng, sẽ ủng hộ shop lần sau"
30743,"sản phẩm quá chất shop ạ, cảm ơn shop nhiều nà"
30744,"tuyệt vời ông mặt trời, cảm nhận âm thanh chuẩn, hay, ấm,,,"
30745,"giá rẻ mà nghe cũng rất ok shop ạ,,, ming shop có nhiều sale hơn nữa để ae bọn e săn được hàng giá rẻ"
30746,"tai nge êm và ấm bass khá đã, sẽ còn quay lại ủng hộ shop"
30747,"đây đẹp và giao nhanh, cảm ơn shop đã bán hàng sale nhưng rất tốt"
30748,"giao hàng cực kì nhanh, giao đủ và giao đúng hàng không thiếu sót, chất lượng sản phẩm rất tốt, sẽ mua lại lần sau"
30749,"đã nhận hàng đúng mô tả như hình, đóng gói cẩn thận, giao hàng nhanh,"
30750,"dây đeo đẹp rất thích nha, mua lần thứ 2 lần vẫn rất chim ưng, sẽ quay lại mua thêm màu khác"
30751,"ui kỳ này dù hàng ở tq nhưng chỉ 3 ngày là tới mình ở sg rồi và giao luôn nhanh thần tốc, dây nhẹ không bị ngứa giá quá ổn"
30752,"đừng chần chừ rẻ đẹp giay xịn sò nha m,n rất mịn sờ thik lắm màu chuẩn đẹp nói chung rẻ và đẹp"
30753,dây đẹp nhé
30754,ok
30755,"shop giao đủ hàng không thiếu sản phẩm nào luôn, mới dán thử miếng dán thấy dễ sử dụng và ok nhé"
30756,hàng ok nhưng giao hơi lâu!
30757,ok
30758,"tuyệt vời giá rẻ vận chuyển khá nhanh, chất lượng ổn,"
30759,"hàng tốt, dây mềm mại ok lắm nên mua thử nha"
30760,"đẹp, phù hợp giá tiền, giao hàng nhanh, shop nhiệt tình, rất ổn"
30761,"sản phẩm tốt, shop tư vấn dễ thương, ship ok"
30762,"dây đeo mềm màu đẹp giá cả hợp lí đáng để mua chứ, mình nghĩ các bạn nên mua ạ mình mua hẵn 3 màu ln ý"
30763,"màu đẹp, chất lượng ổn, giá thì lại rẻ không ngờ, rất hài lòng với chất lượng,"
30764,"sản phẩm y hình, đẹp"
30765,"ưng ý ngoài mong đợi, ship hàng siêu nhanh, sẽ còn mua của shop nhiều lần nữa"
30766,tốt
30767,"dây tuyệt đẹp, giá lại rẻ"
30768,rất đẹp và rẻ
30769,"giao hàng rất nhanh, đóng gói kĩ, đúng màu với hình, hàng rất đẹp"
30770,"dây đẹp chắc chắn, ns chung cũng đáng để bỏ tiền ra mua, chứ không phải hàng mã"
30771,"dây màu đẹp lắm ạ, giao hàng vì từ tq nên lâu nhưng được chất lượng rất tốt mua ở đây 2 lần rồi"
30772,okay tốt giao hàng nhanh đóng gói tạm được  ổn ok
30773,"giao hàng hơi lâu nhưng từ bên trung quốc về nên cũng không tránh khỏi, giá quá rẻ, nếu có sẵn ở việt nam! thì tốt"
30774,ok dây đẹp
30775,"chất liệu dây mềm dẻo rất ok, hàng từ nước ngoài gửi về mà thôi gian giao cũng nhanh"
30776,đẹp rất ưng
30777,"chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn"
30778,"chat luong san pham tuyet voi, thoi gian giao hàng nhanh chóng"
30779,"hàng đẹp, y hình ạ, dùng cả thanh xuân mới quấn xong cái dây sạc"
30780,đáng yêu lắm luôn
30781,"ốp đẹp, chất lượng sản phẩm rất tốtt, đã mua nhiều lần mà chưa lần nào thất vọng"
30782,"sản phẩm tốt, phù hợp với giá tiền sẽ ủng hộ shop lần sau"
30783,"chất lượng rất tốt, hợp giá tiền học sinh lắm, rất hài lòng với sản phẩm đã mua"
30784,"sản phẩm tốt, dịch vụ tốt, giao hàng nhanh, sẽ tiếp tục ủng hô shop ạ,"
30785,chưa bóc nhưng mà thấy cũng được vẫn cho shop 5 sao
30786,sản phẩm ok nhưng mà dây dẹp nên không có xài được uổng mọi người
30787,mua lần 2
30788,"đóng gói sản phẩm chắc chắn, thòi gian giao hàng rất nhanh, shop phát huy nhiều hơn nữa nhé"
30789,"chất lượng âm thanh rất tốt, không có gì để chê tai samsung chính hãng cả,, chê mỗi cái shop bán quá rẻ so với giá thị trường"
30790,sản phẩm tốt
30791,"giá tốt nhất shopee mình tìm được lúc đó, đúng sản phẩm chính hãng"
30792,"sản phẩm tốt khỏi phải chê,, hàng hoá thế này thì mua habgf onl an tâm lắm ạ,, cho shop phát 5*"
30793,"chất lượng sản phẩm tốt giao hàng rất nhanh luôn ạ  gói hàng cẩn thận, không chê vào đâu được, cho shop chuẩn 5 sao"
30794,"cảm ơn shop, rất ưng cái bụng, đế chắc chắn, lại giá rất mềm nữa,đóng gói có tâm, giao hàng nhanh, chúc shop đăt hàng nhé!"
30795,"đã nhận hàng shop nhé, dây chất lượng âm thanh khá tốt, giao hàng rất nhanh,"
30796,"hàng chính hãng có khác, nghe êm âm thanh to, bass đầm thực sự, thẻ bảo hành giao hàng bọc chống sốc, giao hàng 2 ngày nhận được, màu đỏ này đẹp vê lù luôn, tặng shop 5 sao nhé,"
30797,"đóng gói cẩn thận, giao hàng nhanh, chất lượng âm thanh tuyệt đỉnh, hối hận khi mua 2 chiếc, lại đặt liền tay luôn thôi"
30798,"sản phẩm khá ok phù hợp với giá tiền, tốt hơn mong đợi,"
30799,"đã nhận hàng như hình mô tả, giao hàng nhanh, đóng gói cẩn thận, chất lượng ok,"
30800,"shop giao hàng nhanh đóng gói sản phẩm cẩn thận, hàng y hình chất lương rất tốt"
